beside	ondoan
dignity	duintasun
duke	duke
dune	duna
shower	dutxa
section	ebaketa
cut	ebaki
cut	piko
scar	ebakiondo
operation	ebakuntza
operation	funtzionamendu
operation	operazio
evaluation	ebaluazio
gospel	ebanjelio
resolution	ebazpen
resolution	erabaki
evidence	ebidentzia
evidence	testigantza
beauty	edertasun
editor	editore
publisher	editore
publisher	editorial
editorial	editorial
publishing	editorial
edition	edizio
content	eduki
capability	edukiera
capability	gaitasun
capacity	edukiera
capacity	gaitasun
possession	edukitza
possession	edukitze
effect	efektu
efficiency	efikazia
thirst	egarri
truth	egia
certificate	egiaztagiri
certificate	ziurtagiri
warrant	egiaztagiri
certification	egiaztapen
author	egile
program	egitarau
program	programa
programme	egitarau
programme	programa
schedule	egitarau
schedule	ordutegi
schedule	programa
project	egitasmo
project	proiektu
action	egite
action	ekintza
execution	egite
realisation	egite
mission	egiteko
frame	egitura
frame	marko
structure	egitura
structuring	egituraketa
state	egoera
state	estatu
status	egoera
status	estatu
status	estatus
headquarters	egoitza
task	egoki
task	lan
undertaking	egoki
undertaking	lan
suitability	egokitasun
stay	egonaldi
restlessness	egonezin
interest	egonezin
interest	interes
lounge	egongela
stability	egonkortasun
stabilisation	egonkortze
expulsion	egozte
midday	eguerdi
noon	eguerdi
day	egun
diary	egunkari
newspaper	egunkari
newspaper	kazeta
dailynewspaper	egunkari
dailynewspaper	kazeta
dawn	egunsenti
sunrise	egunsenti
firewood	egur
charcoal	egurikatz
calendar	egutegi
sun	eguzki
hunting	ehiza
fighter	ehizahegazkin
hunter	ehiztari
burial	ehorzketa
hundred	ehun
loom	ehundegi
percent	ehuneko
percentage	ehuneko
hundredth	ehunen
june	ekain
storm	ekaitz
contribution	ekarpen
contribution	kontribuzio
east	ekialde
initiative	ekimen
activist	ekintzaile
baggage	ekipaje
luggage	ekipaje
production	ekoizpen
production	produkzio
economics	ekonomia
economy	ekonomia
economist	ekonomialari
economist	ekonomista
equation	ekuazio
word	ele
word	hitz
novel	eleberri
novel	nobela
bilingualism	elebitasun
spokeswoman	eledun
elephant	elefante
electron	elektroi
element	elementu
item	elementu
nutrition	elikadura
nourishment	elikagai
elimination	eliminazio
church	eliza
coexistence	elkarbizitza
cooperation	elkarlan
cooperation	lankidetza
reciprocity	elkarrekikotasun
interaction	elkarrekintza
concentration	elkarretaratzea
concentration	kontzentrazio
conversation	elkarrizketa
conversation	solasaldi
dialog	elkarrizketa
dialogue	elkarrizketa
association	elkarte
collectivity	elkarte
snow	elur
snowball	elurpilota
fridge	elurtegi
refrigerator	elurtegi
donor	emaile
outcome	emaitza
outcome	ondorio
result	emaitza
result	ondorio
woman	emakume
woman	emakumezko
fecundity	emankortasun
discharge	emari
wife	emazte
female	eme
emigration	emigrazio
broadcast	emisio
emission	emisio
emotion	emozio
emotion	zirrara
excitement	emozio
excitement	zirrara
thrill	emozio
thrill	zirrara
embassy	enbaxada
ambassador	enbaxadore
trunk	enbor
energy	energia
emperor	enperadore
clerk	enplegatu
employee	enplegatu
employment	enplegu
employment	erabiltze
employment	okupazio
use	enplegu
use	erabilera
use	erabiltze
company	enpresa
company	konpainia
enterprise	enpresa
firm	enpresa
employer	enpresaburu
entity	entitate
training	entrenamendu
training	eraketa
coach	entrenatzaile
trainer	entrenatzaile
essay	entsegu
rehearsal	entsegu
closing	entzierro
closing	itxialdi
closing	itxiera
closing	itxitura
encyclopaedia	entziklopedia
enzyme	entzima
listening	entzuketa
hearing	entzumen
judgement	epai
judgement	judizio
judgement	sententzia
sentence	epai
sentence	esaldi
sentence	sententzia
trial	epaiketa
trial	froga
trial	judizio
trial	proba
judge	epaile
jury	epaimahai
jury	zinpeko
failure	epaitza
failure	matxura
failure	porrot
term	epe
term	termino
epidemic	epidemia
epidemic	izurri
epistemology	epistemologia
epicentre	epizentro
manner	era
manner	gisa
decision	erabaki
application	erabilera
usage	erabilera
utilisation	erabilera
utility	erabilgarritasun
user	erabiltzaile
influence	eragin
mobile	eragingarri
annoyance	eragozpen
building	eraikin
building	eraikuntza
building	ontzi
construction	eraikuntza
killing	erailketa
killing	hilketa
murder	erailketa
murder	hilketa
appeal	erakargarritasun
attraction	erakarpen
pull	erakarpen
pull	tiraldi
formation	eraketa
organism	erakunde
organism	organismo
exhibit	erakusketa
exhibit	froga
exhibit	ikusgai
exhibit	proba
exhibition	erakusketa
exposure	erakusketa
display	erakusleiho
show	erakustaldi
show	ikuskizun
transformation	eraldaketa
transformation	transformazio
bearer	eramaile
carrier	eramaile
carrier	garraiolari
appendix	eranskin
incorporation	eranste
liability	erantzukizun
responsibility	erantzukizun
answer	erantzun
reply	erantzun
reply	ihardespen
response	erantzun
assault	eraso
stroke	erasoaldi
stroke	fereka
stroke	kolpe
attacker	erasotzaile
ring	eraztun
exile	erbeste
hare	erbi
greyhound	erbitxakur
disdain	erdeinu
contempt	erdeinu
medium	erdi
half	erdi
MiddleAges	erdiaro
centre	erdialde
centre	zentro
childbirth	erditze
ideal	eredu
ideal	ideal
model	eredu
model	modelo
laurel	ereinotz
domain	eremu
disease	eri
disease	gaixotasun
illness	eri
illness	gaixotasun
hospital	erietxe
hospital	ospitale
nurse	erizain
community	erkidego
community	kolektibo
community	komunitate
community	komuntasun
bee	erle
religion	erlijio
relic	erlikia
clock	erloju
watch	erloju
hermit	ermitau
recluse	ermitau
gestation	ernaldi
loony	ero
precipitation	erortze
purchase	erosketa
shopping	erosketa
buyer	erosle
purchaser	erosle
comfort	erosotasun
comfort	kontsolamendu
convenience	erosotasun
folly	erotasun
folly	zorakeria
anger	errabia
radiation	erradiazio
radical	erradikal
radius	erradio
giant	erraldoi
broom	erratz
incineration	errauste
ash	errauts
cinder	errauts
ease	erraztasun
facility	erraztasun
facility	instalazio
reaction	erreakzio
realism	errealismo
reality	errealitate
revolver	errebolber
rebel	erreboltari
rebel	matxino
rebound	errebote
burn	erredura
referendum	erreferendum
reference	erreferentzia
reflection	erreflexu
reflection	hausnarketa
reflection	isla
reform	erreforma
rejection	errefus
refugee	errefuxiatu
fuel	erregai
king	errege
royalroad	erregebide
kingandqueen	erregeerregina
leanyear	ezurte
regent	erregeorde
regime	erregimen
queen	erregina
record	erregistro
recording	erregistro
register	erregistro
regularity	erregulartasun
brook	erreka
rector	errektore
remedy	erremedio
tool	erreminta
tool	lanabes
rank	errenkada
row	errenkada
income	errenta
income	sartze
repertoire	errepertorio
road	errepide
repetition	errepikapen
report	erreportaje
report	ponentzia
report	txosten
repression	errepresio
republic	errepublika
republican	errepublikano
republican	errepublikazale
reservation	erreserba
reserve	erreserba
resistance	erresistentzia
rescue	erreskate
rescue	salbamendu
respect	errespetu
respect	lotsa
realm	erresuma
altarpiece	erretaula
tray	erretilu
retina	erretina
retirement	erretiro
retirement	erretreta
rhetoric	erretorika
portrait	erretratu
resin	erretxina
smoker	erretzaile
distrust	errezelo
distrust	mesfidantza
rate	erritmo
rate	indize
rate	tasa
rhythm	erritmo
rite	erritu
ritual	erritu
ritual	erritual
leash	uhal
belt	uhal
belt	gerrikouhal
belt	gerriko
strap	uhal
rigging	uhaleria
topofthelist	zerrendaburu
flowering	loraketa
temple	loki
temple	tenplu
secondaryschool	lizeo
secondaryschool	ikastetxe
highschool	lizeo
highschool	ikastetxe
highschool	institutu
leatherbelt	larruzkouhal
fanbelt	aireztatzeuhal
drivebelt	transmisiouhal
root	erro
stem	erro
census	errolda
romance	erromaniko
romance	erromantze
rosemary	erromero
error	errore
grinder	errota
mill	errota
blame	erru
fault	erru
fault	falta
fault	huts
culpability	erruduntasun
innocence	errugabetasun
compassion	erruki
compassion	gupida
sympathy	erruki
sympathy	gupida
Romanian	errumaniar
Russian	errusiar
russian	errusiera
routine	errutina
border	ertz
border	hegi
border	muga
edge	ertz
edge	hegi
pathedge	bideertz
riverbank	ibaiertz
police	ertzain
police	polizia
policeman	ertzain
policewoman	ertzain
scholar	eruditu
phrase	esaldi
gossip	esamesa
saying	esan
significance	esanahi
significance	garrantzi
essence	esentzia
dial	esfera
sphere	esfera
demand	eskaera
demand	eskakizun
request	eskaera
request	eskari
request	eske
stair	eskailera
staircase	eskailera
bid	eskaintza
offer	eskaintza
tender	eskaintza
beggar	eskale
scandal	eskandalu
shortage	eskasia
scheme	eskema
appreciation	esker
appreciation	eskeron
gratitude	esker
gratitude	eskeron
slave	esklabo
scoop	esklusiba
school	eskola
school	ikastola
escort	eskolta
hand	esku
esku	esku
bunch	sorta
region	eskualde
region	herrialde
right	eskubide
right	eskuin
right	zuzenbide
glove	eskularru
manual	eskuliburu
sculpture	eskultura
wrist	eskumutur
delegation	eskuordetze
delegation	ordezkaritza
acquisition	eskuratze
card	eskutitz
card	karta
card	txartel
letter	eskutitz
letter	gutun
letter	karta
letter	letra
menu	eskutitz
menu	karta
menu	menu
eskuz	menu
slovak	eslovakiera
slovenian	esloveniera
milk	esne
Spaniard	espainiar
spanish	espainiera
spanish	espainol
pavement	espaloi
sidewalk	espaloi
enclosure	esparru
concentrationcamp	kontzentrazioesparru
blank	espazio
blank	zuriune
space	espazio
space	tarte
expedition	espedizio
spectrum	espektro
speculation	espekulazio
hope	esperantza
hope	itxaropen
experimentation	esperimentazio
experiment	esperimentu
sperm	esperma
prison	espetxe
prison	kartzela
captivity	espetxealdi
speciality	espezialitate
specialisation	espezializazio
species	espezie
exploration	esplorazio
screening	esplorazio
exploitation	esplotazio
exploitation	ustiapen
export	esportazio
sprint	esprint
establishment	establezimendu
stadium	estadio
coverage	estaldura
covering	estaldura
coating	estaltze
standard	estandar
standardisation	estandarizazio
image	estanpa
image	irudi
nationstate	nazioestatu
coup	estatukolpe
coup	kolpe
statue	estatua
headofstate	estatuburu
statute	estatutu
trail	estela
style	estilo
style	tankera
esteem	estimu
stimulus	estimulu
strategy	estrategia
stress	estres
stress	tentsio
studio	estudio
study	estudio
study	ikasketa
study	ikaskuntza
scene	eszena
scenario	eszenatoki
ETAmember	etakide
performance	etekin
performance	interpretazio
performance	jokaera
interruption	eten
pause	etenaldi
breach	etendura
split	etendura
ethnicity	etnia
avenue	etorbide
immigrant	etorkin
immigrant	immigrante
future	etorkizun
future	gero
arrival	etorrera
arrival	heltze
house	etxe
house	etxebizitza
etxeko	etxebizitza
owner	jabe
owner	titular
housewife	etxekoandre
shed	etxola
hut	etxola
cabin	etxola
cabin	kabina
euphoria	euforia
eucalyptus	eukalipto
fly	euli
rain	euri
cloudburst	eurizaparrada
cloudburst	zaparrada
umbrella	euritako
euro	euro
eurodeputy	eurodiputatu
European	europar
Basque	euskaldun
basque	euskara
support	euskarri
support	sostengu
executive	exekutibo
existence	existentzia
negative	ez
ez	ez
knowledge	ezaguera
knowledge	ezagutza
knowledge	jakite
knowledge	jakiunde
knowledge	korde
acquaintance	ezagun
disclosure	ezagutarazte
instauration	ezarpen
characteristic	ezaugarri
feature	ezaugarri
signal	ezaugarri
signal	seinale
unsteadiness	ezegonkortasun
nothing	ezerez
refusal	ezetz
refusal	ezezko
refusal	uko
grudge	ezinikusi
disability	ezintasun
inability	ezintasun
impossibility	ezintasun
impotence	ezintasun
ignorance	ezjakintasun
left	ezker
newlywed	ezkonberri
suitor	ezkongai
marriage	ezkontza
shield	ezkutu
lip	ezpain
sword	ezpata
forum	eztabaidagune
forum	foro
tin	eztainu
tin	lata
burst	eztanda
burst	leherketa
explosion	eztanda
explosion	leherketa
blast	eztanda
blast	leherketa
throat	eztarri
honey	ezti
factory	fabrika
factory	lantegi
manufacture	fabrikazio
manufacturing	fabrikazio
factor	faktore
bill	faktura
invoice	faktura
faction	fakzio
fame	fama
family	familia
family	sendi
fanatic	fanatiko
zealot	fanatiko
fantasy	fantasia
ghost	fantasma
bale	fardo
bundle	fardo
pack	fardo
pack	pakete
phase	fase
façade	fatxada
facet	fazeta
belief	fede
belief	uste
faith	fede
federation	federazio
phenomenon	fenomeno
caress	fereka
fair	feria
fair	jolasparke
bail	fidantza
fidelity	fideltasun
figure	figura
figure	zifra
fiction	fikzio
film	film
film	pelikula
movie	film
movie	pelikula
philology	filologia
philologist	filologo
philosophy	filosofia
philosopher	filosofo
semifinal	finalaurreko
semifinal	finalerdi
finance	finantza
funding	finantziazio
fixation	finkapen
delicacy	fintasun
physics	fisika
physicist	fisikari
physiology	fisiologia
publicprosecutor	fiskal
flora	flora
florin	florin
fleet	flota
fund	fondo
phonetics	fonetika
form	forma
form	formulario
form	orkoi
shape	forma
format	formatu
formula	formula
formulation	formulazio
fort	forte
photo	foto
photon	fotoi
friar	fraide
francoregime	frankismo
Francosregime	frankismo
French	frantses
brake	freno
proof	froga
proof	proba
test	froga
test	proba
test	test
fruit	fruitu
fruit	fruta
frustration	frustrazio
leak	fuga
leak	ihes
foundation	fundamentu
foundation	fundazio
foundation	zimendu
founder	fundatzaile
function	funtzio
role	funtzio
functioning	funtzionamendu
civilservant	funtzionario
fury	furfuria
rifle	fusil
fusion	fusio
merger	fusio
football	futbol
footballer	futbolari
lack	gabezia
theme	gai
topic	gai
matter	gai
matter	materia
affair	gai
issue	gai
peak	gailur
peak	goibilera
peak	tontor
summit	gailur
summit	goibilera
top	gain
top	goi
glimpse	gainbegiratu
decadence	gainbehera
decay	gainbehera
remains	gainerako
remains	hondakin
evil	gaitz
evil	gaizki
nickname	gaitzizen
resentment	gaitzondo
patient	gaixo
patient	paziente
maliciousness	gaiztakeria
key	gako
key	giltza
key	tonu
gala	gala
galaxy	galaxia
foundry	galdategi
questionnaire	galdeketa
question	galdera
Galician	galego
Galician	galiziar
loss	galera
gallery	galeria
pants	galtza
trousers	galtza
wastage	galtze
sock	galtzetin
cattle	ganadu
grazier	ganaduzale
camera	ganbera
knife	ganibet
knife	marraza
fat	gantz
fat	koipe
grease	gantz
grease	koipe
flame	gar
crane	garabi
beer	garagardo
stature	garaiera
victor	garaile
triumph	garaipen
victory	garaipen
garage	garaje
development	garapen
uncoiling	garapen
developer	garatzaile
purity	garbitasun
skull	garezur
wheat	gari
nape	garondo
carriage	garraio
carriage	orga
transport	garraio
transportation	garraio
importance	garrantzi
transcendence	garrantzi
contributionofgreatimportance	garrantzihandikoekarpen
cry	garrasi
cry	negar
cry	oihu
scream	garrasi
scream	oihu
shout	garrasi
shout	oihu
gas	gas
benzine	gasolina
gasoline	gasolina
petrol	gasolina
diesel	gasolio
expenditure	gastu
expense	gastu
conflict	gatazka
prisoner	gatibu
prisoner	preso
salt	gatz
curd	gatzatu
night	gau
midnight	gauerdi
today	gaur
actuality	gaurkotasun
thing	gauza
thing	zer
gay	gay
cheese	gazta
chestnuttree	gaztainondo
youth	gaztaro
youth	gaztetasun
junior	gazte
junior	mendeko
youngster	gazte
castle	gaztelu
youthcentre	gaztetxe
excess	gehiegikeria
excess	gehiegizko
majority	gehiengo
absolutemajority	gehiengooso
relativemajority	gehiengosoil
additive	gehigarri
fitting	gehigarri
cell	gela
cell	zelula
room	gela
room	sala
stop	geldialdi
station	geltoki
gene	gene
gender	genero
genre	genero
geography	geografia
war	gerra
warrior	gerrari
waist	gerri
event	gertaera
incident	gertakari
contingent	gertakizun
contingent	kupo
negotiation	gestio
negotiation	kudeaketa
negotiation	negoziazio
lie	gezur
liver	gibel
drivinglicence	gidabaimen
postwarperiod	gerraoste
NorthAmerican	iparramerikar
AIDS	hies
driver	gidari
guide	gidatzaile
housekeeper	giltzari
guitar	gitarra
human	gizaki
person	gizakume
person	jende
person	lagun
person	pertsona
partnership	gizarte
society	gizarte
mankind	gizateria
man	gizon
man	gizonezko
man	gizonki
glacier	glaziar
glaciation	glaziazio
globe	globo
glory	gloria
governor	gobernadore
government	gobernu
government	jaurlaritza
BasqueGovernment	euskojaurlaritza
BasqueGovernment	EuskoJaurlaritza
BasqueAutonomousCommunity	euskalautonomiaerkidego
headofgovernment	gobernuburu
governmenthead	gobernuburu
encouragement	gogo
thinking	gogoeta
thinking	pentsamendu
thought	gogoeta
thought	pentsamendu
hardness	gogortasun
alias	goitizen
morning	goiz
morning	goizalde
goal	gol
goal	helburu
goal	helmuga
goal	jomuga
goal	xede
plough	golde
plow	golde
golf	golf
gulf	golko
rubber	goma
skirt	gona
invitation	gonbidapen
nausea	goragale
praise	goraipamen
rise	goraldi
rise	handiagotze
rise	igoera
deposit	gordailu
gorilla	gorila
moss	goroldio
corpse	gorpu
corpse	hilotz
body	gorputz
corps	gorputz
member	gorputzadar
member	kide
continent	gorpuzkera
continent	kontinente
red	gorri
hate	gorroto
curtain	gortina
breakfast	gosari
hunger	gose
starvation	gose
famine	gosete
bastion	gotorleku
engraving	grabatu
degree	gradu
degree	titulu
grade	gradu
grade	nota
grade	ohar
chart	grafiko
chart	mapa
graphics	grafiko
grammar	gramatika
grammarian	gramatikari
gram	gramo
gramme	gramo
pomegranate	granada
grain	grano
spot	grano
spot	leku
spot	orban
grace	grazia
strike	greba
strike	lanuzte
Greek	greko
Greek	greziar
flu	gripe
guard	guardia
place	gune
place	leku
place	toki
parent	guraso
butter	gurin
wheelchair	gurpilaulki
cross	gurutze
taste	gustu
inferiority	gutxiagotasun
minority	gutxiengo
total	guztizko
nest	habia
crag	haitz
cave	haitzulo
cave	koba
wind	haize
haize	haize
fortune	halabehar
ten	hamar
decade	hamarkada
hamburger	hanburgesa
magnate	handiki
mogul	handiki
tycoon	handiki
greatness	handitasun
extension	handitze
extension	hedadura
leg	hanka
pride	hantuste
worm	har
worm	zizare
flesh	haragi
flesh	mami
meat	haragi
meat	mami
sand	harea
sandstone	hareharri
thread	hari
oak	haritz
harmony	harmonia
predator	harrapari
sink	harraska
account	harreman
account	kontu
account	lotura
relation	harreman
relation	lotura
relationship	harreman
relationship	lotura
relationship	zerikusi
reception	harrera
reception	hartze
rampart	harresi
wall	harresi
wall	horma
wall	murru
wall	pareta
stone	harri
stone	hezur
rock	harri
pebble	harrikoskor
gem	harribitxi
astonishment	harridura
quarry	harrobi
bear	hartz
receptor	hartzaile
credit	hartze
credit	kreditu
creditor	hartzekodun
beginning	hasiera
initiation	hasiera
start	hasiera
sigh	hasperen
finger	hatz
indexfinger	hatzerakusle
middlefinger	hatzluze
length	luze
length	iraupen
length	longitude
length	luzera
ringfinger	hatznagi
sloth	nagi
fingerprint	hatzaztarna
littlefinger	hatztxiki
thumb	hatzlodi
teacher	erakusle
teacher	irakasle
teacher	maisu
boy	haur
boy	mutiko
boy	mutil
child	haur
child	infante
child	nini
child	semealaba
child	ume
child	umetxo
baby	haur
baby	kreatura
girl	haur
girl	neska
girl	neskatila
girl	neskato
infant	haur
infant	ume
kid	haur
kid	ume
pregnancy	haurdunaldi
nanny	haurtzain
kindergarten	haurtzaindegi
nursery	haurtzaindegi
infancy	haurtzaro
rape	hauste
fracture	haustura
candidate	hautagai
nominee	hautagai
candidature	hautagaitza
candidature	kandidatura
perception	hautemate
constituent	hautesle
elector	hautesle
electorate	hautesleria
elected	hautetsi
dust	hauts
powder	hauts
seed	hazi
growth	hazkunde
education	hazkuntza
education	heziketa
education	hezkuntza
education	irakaskuntza
media	hedabide
media	komunikabide
extent	hedadura
extent	irismen
expansion	hedapen
wing	hegal
tuna	hegalabur
flight	hegaldi
flying	hegaldi
airliner	hegazkin
plane	hegazkin
plane	plano
bird	hegazti
bird	txori
hegemony	hegemonia
south	hego
south	hegoalde
southeast	hegoekialde
southwind	hegohaize
southwest	hegomendebalde
west	mendebalde
west	mendebal
measure	hein
measure	neurri
measurement	hein
measurement	neurketa
size	hein
size	tamaina
hectare	hektarea
address	helbide
aim	helburu
aim	jomuga
aim	xede
objective	helburu
objective	jomuga
objective	xede
target	helburu
target	jomuga
target	zuri
adult	heldu
maturity	heldutasun
helicopter	helikoptero
helium	helio
finish	heltze
hemisphere	hemisferio
third	heren
dragon	herensuge
inheritance	herentzia
death	heriotza
passing	heriotza
passing	igarobide
mortality	heriotzatasa
hero	heroi
heroine	heroi
country	herri
village	herri
village	herrixka
compatriot	herrikide
citizen	herritar
citizen	hiritar
nationality	herritartasun
hamlet	herrixka
constable	herrizain
stake	hesola
stake	partehartze
snowstake	elurhesola
humidity	hezetasun
educator	hezitzaile
bone	hezur
hierarchy	hierarkia
erosion	higadura
mobility	higikortasun
month	hil
month	hilabete
tombstone	hilarri
cemetery	hilerri
funeral	hileta
coffin	hilkutxa
grave	hilobi
hypothesis	hipotesi
city	hiri
town	hiri
villa	hiribildu
capital	hiriburu
capital	kapital
trio	hirukote
story	historia
story	istorio
story	kontakizun
historian	historialari
conference	hitzaldi
conference	konferentzia
lecture	hitzaldi
lecture	konferentzia
foreword	hitzaurre
preface	hitzaurre
prologue	hitzaurre
appointment	hitzordu
language	hizkuntza
linguist	hizkuntzalari
linguistics	hizkuntzalaritza
topicofconversation	hizpide
dictionary	hiztegi
improvement	hobekuntza
perfection	hobezintasun
cloud	hodei
Dutch	holandar
homosexual	homosexual
disaster	hondamen
desolation	hondamen
destruction	hondamen
destruction	hondamendi
destruction	suntsidura
destruction	suntsipen
beach	hondartza
excavation	hondeaketa
excavator	hondeatzekomakina
horizon	horizonte
equipment	hornikuntza
supply	hornidura
tooth	hortz
denture	hortzeria
blade	hosto
leaf	hosto
leaf	orri
hotel	hotel
sound	hots
sound	soinu
cold	hotz
chill	hotz
approximation	hurbilketa
approach	hurbilketa
approach	planteamendu
vicinity	hurbiltasun
triviality	huskeria
gap	hutsune
forte	iaioaizan
river	ibai
valley	ibar
excursion	ibilaldi
protestmarch	protestaibilaldi
route	ibilbide
walk	ibilera
walk	pasealeku
walk	paseo
vehicle	ibilgailu
gully	ibilgu
secretary	idazkari
writer	idazle
desk	idazmahai
typewriter	idazmakina
writing	idazte
idea	ideia
insight	ideia
notion	ideia
notion	nozio
identification	identifikazio
identity	identitate
ideology	ideologia
idol	idolo
necklace	iduneko
Sunday	igande
otter	igaraba
pace	igarobide
pace	pauso
passage	igarobide
passage	pasabide
step	igarobide
step	pauso
step	urrats
traffic	igarotze
traffic	trafiko
bricklayer	igeltsero
bricklayer	paleta
plaster	igeltsu
pool	igerileku
pool	sail
swimmingpool	igerileku
elevator	igogailu
sender	igorle
retort	ihardespen
escape	ihes
evasion	ihes
leakage	ihes
exhaust	iheshodi
fugitive	iheslari
dew	ihintz
spray	ihintz
tinker	ijito
student	ikasle
learning	ikaste
coal	ikatz
enquiry	ikerketa
enquiry	ikerkuntza
enquiry	kontsulta
inquiry	ikerketa
inquiry	ikerkuntza
inquiry	kontsulta
investigation	ikerketa
investigation	ikerkuntza
researcher	ikertzaile
symbol	ikur
symbol	sinbolo
inspector	ikuskatzaile
inspection	ikuskatze
viewer	ikusle
curiosity	ikusmin
curiosity	jakinnahi
pointofview	ikuspegi
pointofview	ikuspuntu
vision	ikuste
queue	ilara
moon	ilargi
groove	ildo
hair	ile
dark	ilun
gloom	ilunantz
darkness	iluntasun
evening	iluntze
illusion	ilusio
illustration	ilustrazio
immigration	immigrazio
immunesystem	immunitatesistema
reproductivesystem	ugaltzeaparatu
digestivesystem	digestioaparatu
growthmedium	hazkuntzainguru
mural	hormairudi
mural	mural
nervoussystem	nerbiosistema
immunology	immunologia
inauguration	inaugurazio
invasion	inbasio
inventory	inbentario
investiture	inbestidura
envy	inbidia
force	indar
strength	indar
vigour	indar
violence	indarkeria
independentism	independentismo
Indian	indiar
individual	indibiduo
native	indigena
index	indize
rating	indize
reprieve	indultu
industry	industria
industrialisation	industrializazio
inertia	inertzia
infarct	infartu
infection	infekzio
hell	infernu
infinitive	infinitibo
infinite	infinitu
inflation	inflazio
information	informazio
English	ingeles
engineer	ingeniari
contour	inguramendu
outline	inguramendu
outline	zirriborro
locality	inguru
environment	inguru
environment	ingurumen
environment	ingurune
internalenvironment	barneinguru
surroundings	ingurune
inhibition	inhibizio
injection	injekzio
survey	inkesta
poll	inkesta
inclination	inklinazio
impact	inpaktu
imperialism	inperialismo
empire	inperio
printing	inprenta
printing	inprimatze
print	inpresio
print	inprimatze
print	oinatz
impression	inprimatze
registration	inskripzio
inspiration	inspirazio
installation	instalazio
instance	instantzia
instance	kasu
institute	institutu
instruction	instrukzio
instrument	instrumentu
instrument	tresna
integration	integratze
intellectual	intelektual
intensity	intentsitate
interference	interferentzia
internet	internet
interpretation	interpretazio
interpreter	interprete
performer	interprete
player	interprete
player	jokalari
privacy	intimitate
intoxication	intoxikazio
intrigue	intriga
insect	intsektu
intuition	intuizio
walnut	intxaur
ant	inurri
north	ipar
north	iparralde
northwest	iparmendebalde
tale	ipuin
arse	ipurdi
backside	ipurdi
behind	ipurdi
bum	ipurdi
posterior	ipurdi
buttock	ipurmasail
gain	irabazi
gain	irabazte
gain	onura
winner	irabazle
suggestion	iradokizun
past	iragan
past	lehenaldi
ad	iragarpen
advertisement	iragarpen
commercial	iragarpen
september	irail
insult	irain
teaching	irakaskuntza
professor	irakasle
professor	katedradun
moral	irakaspen
moral	moral
Iraqi	irakiar
reading	irakurketa
reader	irakurle
revolution	iraultza
revolutionary	iraultzaile
permanence	iraunkortasun
persistence	iraunkortasun
duration	iraupen
opening	irekidura
opening	irekitze
range	irismen
scope	irismen
opinion	iritzi
opinionpoll	iritzizundaketa
criterion	irizpide
island	irla
island	uharte
Irish	irlandar
firmness	irmotasun
irony	ironia
irradiation	irradiazio
radio	irrati
irregularity	irregulartasun
smile	irribarre
eagerness	irrika
neigh	irrintzi
whinny	irrintzi
yell	irrintzi
representation	irudikapen
imagination	irudimen
comment	iruzkin
remark	iruzkin
fraud	iruzur
mockery	iseka
confidence	isilmandatu
confidence	konfiantza
silence	isiltasun
insulation	isolamendu
mirror	ispilu
Israeli	israeldar
instant	istant
riot	istilu
crash	istripu
fine	isun
flow	isuri
slope	isurialde
Italian	italiar
estuary	itsasadar
ebb	itsasbehera
seaboard	itsasertz
sea	itsaso
ship	itsasontzi
ship	ontzi
vessel	itsasontzi
pact	itun
fountain	iturri
source	iturri
spring	iturri
spring	malguki
spring	udaberri
hotspring	iturribero
mineralspring	iturrigorri
springwater	iturrikour
springwater	iturriur
choir	orfeoi
choir	koru
beechgrove	pagadi
oakgrove	harizti
militaryservice	soldadutza
tertulia	tertulia
real	real
landing	eskaileraburu
landing	eskailburu
wait	itxaronaldi
brink	itxura
shade	itzal
shadow	itzal
pirouette	itzulipurdi
somersault	itzulipurdi
translation	itzulpen
translator	itzultzaile
character	izaera
being	izaki
star	izar
aunt	izeba
name	izen
title	izenburu
title	titulu
nomination	izendapen
denominator	izendatzaile
pseudonym	izengoiti
pronoun	izenordain
sweat	izerdi
corner	izkina
ice	izotz
icecreamparlour	izozkidenda
icecream	izozkizale
freeze	izozte
thigh	izter
panic	izu
plague	izurri
landlord	jabe
estate	jabetza
estate	finka
estate	hazienda
ownership	jabetza
property	jabetza
holiday	jaiegun
holiday	opor
holiday	oporraldi
god	jainko
goddess	jainko
divinity	jainkotasun
birth	jaiotza
birth	sorrera
natality	jaiotzatasa
decline	jaiste
decrease	jaiste
descent	jaitsiera
jacket	jaka
wiseperson	jakintsu
lore	jakituria
grocery	janaridenda
canteen	jangela
commensal	jankide
costume	jantzi
costume	traje
suit	jantzi
suit	traje
Japanese	japoniar
activity	jarduera
practice	jardun
practice	praktika
guideline	jarraibide
continuation	jarraipen
continuity	jarraitutasun
following	jarraitzaile
follower	jarraitzaile
supporter	jarraitzaile
attitude	jarrera
restaurant	jatetxe
origin	jatorri
origin	sorburu
original	jatorrizko
gentleman	jaun
lord	jaun
sir	jaun
communion	jaunartze
palace	jauregi
projectile	jaurtigai
launch	jaurtiketa
launching	jaurtiketa
persecution	jazarpen
rabble	jendaila
crowd	jendetza
general	jeneral
genius	jenio
jumper	jertse
licking	jipoi
giraffe	jirafa
tendency	joera
trend	joera
trendofthought	pentsamendujoera
behaviour	jokabide
behaviour	portaera
tenth	hamarren
game	jokaldi
game	joko
game	jolas
game	partida
gambling	joko
gambling	jolas
